id,sentence,subject_entity,object_entity,label,source
11,자유계약선수(FA)로 복귀한 중견수 이택근과 1루수로 안착한 박병호가 클린업 트리오를 구성해 탄탄한 타선을 구성했다.,"{'word': '박병호', 'start_idx': 32, 'end_idx': 34, 'type': 'PER'}","{'word': '1루수', 'start_idx': 23, 'end_idx': 25, 'type': 'POH'}",per:title,wikipedia
12,SK는 또 “방송에서 언급된 지난해 12월 5일 가로세로연구소 유튜브 방송도 명백한 허위 사실임을 알려드린다”며 “최태원 회장이 수감 중 구치소에 라텍스 베개를 나눠줬다”고 밝혔다. 이혼 소송 중인 노소영 감독에게 생활비를 지급했다는 것. 또 “결제를 하지 않았다는 것은 거짓”이라고 주장했다.,"{'word': '노소영', 'start_idx': 110, 'end_idx': 112, 'type': 'PER'}","{'word': '최태원', 'start_idx': 67, 'end_idx': 69, 'type': 'PER'}",per:spouse,wikitree
13,"이후 채리나는 박용근을 자신의 은인으로 여기며 교제를 시작했고, 2016년 11월 결혼했다.","{'word': '채리나', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '박용근', 'start_idx': 8, 'end_idx': 10, 'type': 'PER'}",per:spouse,wikipedia
14,배우 장신영(35)과 남편 강경준(36)이 둘째 아이를 임신했다.,"{'word': '강경준', 'start_idx': 17, 'end_idx': 19, 'type': 'PER'}","{'word': '장신영', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}",per:spouse,wikitree
15,"2008-09 시즌에 그는 페페의 10경기 출전 정지 징계를 받아 세비야를 상대로 4-2로 승리하는 경기에서 뛰어난 활약을 펼쳤지만, 홈에서 바르셀로나에게 6-2로 패한 경기에도 등장했습니다. , 스페인에서 가장 많은 12경기 출전을 기록했습니다.","{'word': '세비야', 'start_idx': 56, 'end_idx': 58, 'type': 'ORG'}","{'word': '스페인', 'start_idx': 119, 'end_idx': 121, 'type': 'LOC'}",org:member_of,wikipedia
16,국내에서는 2008년 대원미디어(주)에서 수입되어 자체 회사인 (주)대원방송에서 더빙되어 짱구는 못말려 극장판 : 부리부리 3분 배틀이라는 이름으로 방영되었다.,"{'word': '대원방송', 'start_idx': 32, 'end_idx': 35, 'type': 'ORG'}","{'word': '대원미디어', 'start_idx': 14, 'end_idx': 18, 'type': 'ORG'}",org:member_of,wikipedia
17,"이 에피소드에서 외계인 시간 여행자인 닥터(크리스토퍼 에클스턴)는 타디스를 이용해 그의 새로운 동반자 로즈 타일러(빌리 파이퍼)를 데리고 5,000,000년으로 첫 시공간 여행을 떠난다.","{'word': '빌리 파이퍼', 'start_idx': 51, 'end_idx': 56, 'type': 'PER'}","{'word': '로즈 타일러', 'start_idx': 43, 'end_idx': 48, 'type': 'PER'}",per:alternate_names,wikipedia
18,이에 개표가 드디어 완료된 오전 8시 6분 중앙선거관리위원회는 그를 당선인으로 선언하고 문재인 후보가 대한민국의 대통령이 됐다.,"{'word': '중앙선거관리위원회', 'start_idx': 24, 'end_idx': 32, 'type': 'ORG'}","{'word': '대한민국', 'start_idx': 60, 'end_idx': 63, 'type': 'LOC'}",org:member_of,wikipedia
19,"(KIA 내야수 허, 투수 이동현, 외야수 김경언 ⇔ 한화 투수 안영명, 박성호, 외야수 김다원). 이 트레이드 파트너 중 안영명은 이범호의 보상선수로 이듬해 팀에 복귀했다.","{'word': '김경언', 'start_idx': 24, 'end_idx': 26, 'type': 'PER'}","{'word': '외야수', 'start_idx': 20, 'end_idx': 22, 'type': 'POH'}",per:title,wikipedia
20,"추혜선 정의당 대변인은 2018년 4월 11일 “공개된 문제에 대한 불신을 해소하기에는 김기식의 해명과 청와대 입장문이 아직 미흡하고, 실제로 추가 의혹이 드러나고 있다”고 밝혔다. 이어 “금융감독원장은 뛰어난 분이다”라고 덧붙였다. 그는 “공정성과 도덕성을 요구하는 입장인 만큼 논란이 지속되면 제대로 된 개혁을 기대하기 어려울 것”이라며 김기식 의원의 사퇴를 촉구했다.","{'word': '추혜선', 'start_idx': 18, 'end_idx': 20, 'type': 'PER'}","{'word': '대변인', 'start_idx': 22, 'end_idx': 24, 'type': 'POH'}",per:title,wikipedia
21,"뮤지컬 배우 엄기준, 차지연, 한지상, 마이클 리와 무대감독 이지나가 멘토로 출연한다.","{'word': '차지연', 'start_idx': 16, 'end_idx': 18, 'type': 'PER'}","{'word': '뮤지컬 배우', 'start_idx': 4, 'end_idx': 9, 'type': 'POH'}",per:title,wikitree
22,"김동성(金동성, 1980년 2월 9일 ~ )은 대한민국의 쇼트트랙 선수이다.","{'word': '김동성', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1980년 2월 9일', 'start_idx': 9, 'end_idx': 19, 'type': 'DAT'}",per:date_of_birth,wikipedia
23,1984년 포스트시즌을 포함해 56경기 324.2이닝 31승 6세이브 18완투 탈삼진 258개(한국시리즈 5경기 40이닝 4승 4완투 35탈삼진)를 기록했다. KBO리그 역사상 유일한 한국시리즈4. 그는 KBO리그 초창기 우승을 기록하며 1984년 롯데 자이언츠의 첫 우승에 크게 기여했다.,"{'word': '롯데 자이언츠', 'start_idx': 127, 'end_idx': 133, 'type': 'ORG'}","{'word': '1984년', 'start_idx': 121, 'end_idx': 125, 'type': 'DAT'}",org:founded,wikipedia
24,"경성대 재학시절 우완투수 김기표와 동창이었고, 두 사람은 입단 당시 각각 '좌원삼', '우기표'로 불렸다.","{'word': '김기표', 'start_idx': 18, 'end_idx': 20, 'type': 'PER'}","{'word': '경성대', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}",per:schools_attended,wikipedia
25,"현재 대표팀의 주전 골키퍼는 디에고 베날리오이며, 바젤의 얀 소머와 백업 골키퍼 자리를 두고 경쟁하고 있다.","{'word': '디에고 베날리오', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': '골키퍼', 'start_idx': 23, 'end_idx': 25, 'type': 'POH'}",per:title,wikipedia
26,문재인 대통령 부인 김정숙 여사가 1일 광산구 남부대 시립국제수영장에서 열린 2019 광주세계수영선수권대회 이용섭 조직위원장과 김서영의 경기를 지켜보고 있다. 22일 오후 광주.,"{'word': '문재인', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '김정숙', 'start_idx': 11, 'end_idx': 13, 'type': 'PER'}",per:spouse,wikitree
27,"2008년 2월 29일 방송위원회를 개편하여 출범하였으며, 경기도 과천시 관문로 47 정부과천청사에 위치하고 있다.","{'word': '방송위원회', 'start_idx': 13, 'end_idx': 17, 'type': 'ORG'}","{'word': '2008년 2월 29일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",org:founded,wikipedia
28,"<미녀신령>은 1987년 개봉한 홍콩 로맨틱 코미디 공포영화이다. 제작자는 추이하크, 영화감독은 정소동, 주인공은 장궈잉, 왕조현, 우이다. 엄마.","{'word': '정소동', 'start_idx': 87, 'end_idx': 89, 'type': 'PER'}","{'word': '영화감독', 'start_idx': 81, 'end_idx': 84, 'type': 'POH'}",per:title,wikipedia
29,강진아르코 퍼포먼스 트레이닝 센터는 전라남도 강진군 대구면 저두리 66번지에 위치하고 있습니다. 2005년 문화체육관광부와 강진군의 출연금으로 전라남도 강진군 대구면 저두리에 있는 폐교를 리모델링하여 단국대학교 강진도예학교라는 이름으로 설립되었습니다. .,"{'word': '강진군', 'start_idx': 74, 'end_idx': 76, 'type': 'ORG'}","{'word': '전라남도', 'start_idx': 88, 'end_idx': 91, 'type': 'LOC'}",org:place_of_headquarters,wikipedia
30,모델 김원중과 곽지영이 TV를 통해 신혼생활을 공개했다.,"{'word': '곽지영', 'start_idx': 8, 'end_idx': 10, 'type': 'PER'}","{'word': '김원중', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}",per:spouse,wikitree
31,"백한성(白한成, 水原鶴人, 1899년 6월 15일 조선 충청도 공주 ~ 1971년 10월 13일 대한민국 서울에서 사망)은 대한민국의 정치인이자 변호사이다.","{'word': '백한성', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '조선 충청도 공주', 'start_idx': 28, 'end_idx': 36, 'type': 'LOC'}",per:place_of_birth,wikipedia
32,"드러머 로저 테일러(Roger Taylor)는 2013년 12월 그와 기타리스트 브라이언 메이(Brian May)가 ""함께 모이고 있다...새해를 맞이하여 우리가 얻은 일을 마치면 일종의 음반을 만들 것""이라고 말했습니다. 에 대해 이야기했습니다.","{'word': '로저 테일러', 'start_idx': 4, 'end_idx': 9, 'type': 'PER'}","{'word': '드러머', 'start_idx': 0, 'end_idx': 2, 'type': 'POH'}",per:title,wikipedia
33,이듬해인 1997년 부상에서 회복해 시즌에 돌입했으나 7월 1일 요미우리전에서 내야 땅볼을 친 뒤 1루수 기요하라 가즈히로와 부딪혀 왼쪽 무릎에 타박상을 입었다.,"{'word': '기요하라 가즈히로', 'start_idx': 65, 'end_idx': 73, 'type': 'PER'}","{'word': '1루수', 'start_idx': 60, 'end_idx': 62, 'type': 'POH'}",per:title,wikipedia
34,첼리스트 정명화와 바이올리니스트 정경화의 동생이다.,"{'word': '정명화', 'start_idx': 5, 'end_idx': 7, 'type': 'PER'}","{'word': '첼리스트', 'start_idx': 0, 'end_idx': 3, 'type': 'POH'}",per:title,wikipedia
35,전 축구선수 안정환(44)의 아내 이혜원(40)이 때 아닌 비난을 받고 있다.,"{'word': '이혜원', 'start_idx': 20, 'end_idx': 22, 'type': 'PER'}","{'word': '안정환', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",per:spouse,wikitree
36,자의왕후는 문무왕과의 관계에서 소명세자와 훗날 신문왕이 되는 정명세자를 낳았다.,"{'word': '문무왕', 'start_idx': 6, 'end_idx': 8, 'type': 'PER'}","{'word': '자의왕후', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}",per:spouse,wikipedia
37,그룹 소녀시대 멤버 제시카가 중국 소속사로부터 20억원 규모의 소송을 당했다.,"{'word': '소녀시대', 'start_idx': 4, 'end_idx': 7, 'type': 'PER'}","{'word': '제시카', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}",per:origin,wikitree
38,"LA 레이드(LA Reid), 베이비페이스(Babyface), 스티비 원더(Stevie Wonder), 루터 밴드로스(Luther Vandross) 등 흑인 음악계 거물들이 앨범 프로듀서로 참여했으며, 그녀도 처음으로 프로듀서로 이름을 올렸다.","{'word': '스티비 원더', 'start_idx': 22, 'end_idx': 27, 'type': 'PER'}","{'word': '프로듀서', 'start_idx': 54, 'end_idx': 57, 'type': 'POH'}",per:title,wikipedia
39,"1972년 테헤란대학교(법학)를 졸업한 후, 영국 스코틀랜드 글래스고 칼레도니안대학교에서 석사 및 박사학위(1999)를 받았다.","{'word': '글래스고', 'start_idx': 35, 'end_idx': 38, 'type': 'ORG'}","{'word': '스코틀랜드', 'start_idx': 28, 'end_idx': 32, 'type': 'LOC'}",org:place_of_headquarters,wikipedia
40,"한편, 러시아의 경우 러시아 조치로 인해 올해 3월부터 인천~모스크바 정기편 운항이 중단되면서 러시아 입국을 희망하는 국내 기업인과 학생들의 수요가 누적돼 왔다.","{'word': '러시아', 'start_idx': 14, 'end_idx': 16, 'type': 'ORG'}","{'word': '모스크바', 'start_idx': 38, 'end_idx': 41, 'type': 'LOC'}",org:members,policy_briefing
41,"2018년 2월 8일, 스테판 무고샤는 대한민국 K리그1의 인천 유나이티드 FC로 영구 이적해 자신이 유럽 이외의 무대에서 뛰는 것은 생애 처음이다.","{'word': '인천 유나이티드 FC', 'start_idx': 31, 'end_idx': 41, 'type': 'ORG'}","{'word': 'K리그1', 'start_idx': 26, 'end_idx': 29, 'type': 'ORG'}",org:member_of,wikipedia
42,이현성은 주로 중앙미드필더로 출전했지만 가끔 측면미드필더로도 활약했다.,"{'word': '이현성', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '미드필더', 'start_idx': 11, 'end_idx': 14, 'type': 'POH'}",per:title,wikipedia
43,"후지와라노 쇼시/다마코(1101년 - 1145년 9월 10일)는 헤이안 시대 도바 천황의 신하이자, 스토쿠 천황과 고시라카와 천황의 친어머니이자, 니조 천황과 다카쿠라 천황의 할머니입니다.","{'word': '다카쿠라 천황', 'start_idx': 85, 'end_idx': 91, 'type': 'PER'}","{'word': '고시라카와 천황', 'start_idx': 64, 'end_idx': 71, 'type': 'PER'}",per:parents,wikipedia
44,"광신고등학교는 1987년 1월 2일 36학급 설치 인가를 받아 1987년 3월 3일 관악구 삼성동 328번지에 12학급, 학생 706명으로 개교하였다.","{'word': '광신고등학교', 'start_idx': 12, 'end_idx': 17, 'type': 'ORG'}","{'word': '1987년', 'start_idx': 33, 'end_idx': 37, 'type': 'DAT'}",org:founded,wikipedia
45,2009년 한국시리즈에서도 KIA 타이거즈의 우승 멤버로 활약했지만 연봉협상 조건이 맞지 않아 재계약이 무산되면서 KIA를 떠나게 됐다.,"{'word': 'KIA 타이거즈', 'start_idx': 14, 'end_idx': 21, 'type': 'ORG'}","{'word': '2009년 한국시리즈', 'start_idx': 0, 'end_idx': 10, 'type': 'POH'}",org:member_of,wikipedia
46,"아나킨 스카이워커는 미디클로리언 레벨이 20,000이 넘는 최고의 타고난 포스 능력을 지닌 제다이입니다. 늦은 나이에 콰이곤 진에게 훈련을 받았으나 나중에는 다크사이드에 빠져 다스베이더가 되었다.","{'word': '아나킨 스카이워커', 'start_idx': 0, 'end_idx': 8, 'type': 'PER'}","{'word': '콰이곤 진', 'start_idx': 64, 'end_idx': 68, 'type': 'PER'}",per:colleagues,wikipedia
47,"조인철 광주광역시 문화경제부시장은 22일 중외공원 내 시립미술관, 문화예술회관, 시립민속박물관, 광주비엔날레 등 문화예술기관을 방문해 점검을 실시했다. 진행 중인 프로젝트와 애로사항을 들어보세요.","{'word': '조인철', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '광주광역시 문화경제부시장', 'start_idx': 4, 'end_idx': 16, 'type': 'POH'}",per:title,wikitree
48,배우 강은탁(37·신슬기)의 모친 A씨가 사기 혐의로 200여명으로부터 피소됐다.,"{'word': '강은탁', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}","{'word': '신슬기', 'start_idx': 11, 'end_idx': 13, 'type': 'PER'}",per:alternate_names,wikitree
49,2013년에는 비프리와 '김봉현 힙합 1주년 공개방송'에 방탄소년단 멤버 랩몬스터(김남준)와 슈가(민윤기)가 출연했다.,"{'word': '랩몬스터', 'start_idx': 15, 'end_idx': 18, 'type': 'PER'}","{'word': '김남준', 'start_idx': 20, 'end_idx': 22, 'type': 'PER'}",per:alternate_names,wikitree
50,"이어 “우리는 끝나지 않은 6월항쟁으로 민주주의가 후퇴했다. 촛불혁명으로 국민이 만든 문재인 정부는 반드시 성공해야 한다”고 말했다. “정치혁신을 통해 대한민국의 변화를 꿈꾸던 국민의 염원, 광주의 꿈을 꼭 이루겠습니다.”","{'word': '문재인', 'start_idx': 50, 'end_idx': 52, 'type': 'PER'}","{'word': '대한민국', 'start_idx': 83, 'end_idx': 86, 'type': 'LOC'}",per:place_of_residence,wikitree
51,"코로나19로 사회 분위기가 암울한 가운데, 배우 김우빈(김현중)이 한 줄기 빛 같은 소식을 전했다.","{'word': '김우빈', 'start_idx': 29, 'end_idx': 31, 'type': 'PER'}","{'word': '김현중', 'start_idx': 33, 'end_idx': 35, 'type': 'PER'}",per:alternate_names,wikitree
52,김영삼 회장 퇴임 후 미국 아이오와주립대 객원연구원으로 활동했다. 1999년 귀국한 그는 통합 9년 만인 대한민국 제16대 국회의원 선거에서 부산 북구·강서구 지역구 출마를 선언한 노무현 후보 캠프에 합류했다. 세 정당. 그는 민주당으로 이적했다.,"{'word': '노무현', 'start_idx': 95, 'end_idx': 97, 'type': 'PER'}","{'word': '대한민국', 'start_idx': 51, 'end_idx': 54, 'type': 'LOC'}",per:origin,wikipedia
53,올드린은 1989년 출간된 책 '달에서 돌아온 사나이'에서 상자 안에 소련 우주비행사 유리 가가린과 슈트라이너 미르 코말료프를 기념하는 메달도 들어 있다고 밝혔다.,"{'word': '유리 가가린', 'start_idx': 61, 'end_idx': 66, 'type': 'PER'}","{'word': '비행사', 'start_idx': 57, 'end_idx': 59, 'type': 'POH'}",per:title,wikipedia
54,한상길(1987년 9월 5일 ~ )은 대한민국의 남자 배구 선수이자 인천 대한항공 점보스의 센터이다.,"{'word': '한상길', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1987년 9월 5일', 'start_idx': 4, 'end_idx': 14, 'type': 'DAT'}",per:date_of_birth,wikipedia
55,"그는 2004년 10월부터 경남기업 회장을 맡았으나, 대한민국 제19대 국회의원 선거에서 서산시·태안군 지역구에 당선된 뒤 회장직을 사임했다.","{'word': '경남기업', 'start_idx': 14, 'end_idx': 17, 'type': 'ORG'}","{'word': '대한민국', 'start_idx': 37, 'end_idx': 40, 'type': 'LOC'}",org:place_of_headquarters,wikipedia
56,안효섭(1995년 4월 17일 ~ )은 대한민국에 거주하는 캐나다 배우입니다.,"{'word': '안효섭', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1995년 4월 17일', 'start_idx': 4, 'end_idx': 15, 'type': 'DAT'}",per:date_of_birth,wikipedia
57,"그러나 에드워드는 빅토리아가 태어난 지 1년 만에 세상을 떠났고, 언어도 통하지 않는 곳에 홀로 남겨졌지만, 윌리엄 4세가 죽은 뒤 딸이 영국 여왕으로 즉위할 것이 거의 확실했다.","{'word': '윌리엄 4세', 'start_idx': 70, 'end_idx': 75, 'type': 'PER'}","{'word': '빅토리아', 'start_idx': 4, 'end_idx': 7, 'type': 'PER'}",per:other_family,wikipedia
58,"이 시장은 “고양시는 그동안 지역 불균형과 자족시설 부족, 대규모 녹지지역 등으로 지역발전에 어려움을 겪고 있지만, 3기 신도시와 경기도 공공기관 3곳이 고양으로 이전하게 됐다”고 말했다. 도시, 일산테크노밸리, 방송영상밸리, 킨텍스3 등 “전시관, CJ라이브시티 등 사업이 원활하게 추진된다면 고양시는 그 어떤 도시보다 살기 좋은 도시가 될 것”이라고 말했다. 이를 위해서는 일선에서 일하는 은행장들의 역할이 그 어느 때보다 중요하다”며 “은행장들의 적극적인 노력이 필요하다”고 말했다. 여러분의 협조를 부탁드렸습니다.","{'word': '고양시', 'start_idx': 11, 'end_idx': 13, 'type': 'ORG'}","{'word': '경기도', 'start_idx': 73, 'end_idx': 75, 'type': 'LOC'}",org:member_of,wikitree
59,박승원(1965년 2월 22일 ~ )은 대한민국의 정치인이다.,"{'word': '박승원', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1965년', 'start_idx': 9, 'end_idx': 13, 'type': 'DAT'}",per:date_of_birth,wikipedia
60,"’, 동예의 위치는 현재 강릉시 지역으로 확인됐다. 《동사강목》에는 '고구려 태조왕이 동곡저를 빼앗았는데 그 땅이 동쪽으로 창해에 이르렀다고 하여 동곡저 땅이 현재의 함경남도이다.","{'word': '태조왕', 'start_idx': 54, 'end_idx': 56, 'type': 'PER'}","{'word': '고구려', 'start_idx': 50, 'end_idx': 52, 'type': 'DAT'}",per:origin,wikipedia
61,박흥식(朴興植) 1903년 9월 26일(음력 1903년 8월 6일) 대한제국 평안남도 용강에서 출생 - 1994년 5월 10일 서울에서 사망 .) 일제강점기의 일원이었다. 대표적인 사업가이다.,"{'word': '박흥식', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1994년 5월 10일', 'start_idx': 72, 'end_idx': 83, 'type': 'DAT'}",per:date_of_death,wikipedia
62,"장민철(1991년 6월 17일 ~)은 대한민국의 전 스타크래프트 및 스타크래프트 II 프로게이머이자 리그 오브 레전드 프로게임단 매니저이자 해설가이며, 현재 Gen.G e스포츠 리그 오브 레전드 프로에서 강사로 활동하고 있다. 게임팀 아카데미.","{'word': '장민철', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1991년 6월 17일', 'start_idx': 4, 'end_idx': 15, 'type': 'DAT'}",per:date_of_birth,wikipedia
63,김대중은 1924년 1월 6일 전라남도 신안에서 아버지 김운식과 어머니 장수금 사이에서 태어났다.,"{'word': '김대중', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '어머니 장수금', 'start_idx': 37, 'end_idx': 43, 'type': 'POH'}",per:parents,wikipedia
64,오스트리아의 마리 테레즈(1638년 9월 10일 ~ 1683년 7월 30일)는 프랑스의 여왕이자 루이 14세의 아내였습니다.,"{'word': '루이 14세', 'start_idx': 54, 'end_idx': 59, 'type': 'PER'}","{'word': '마리 테레즈', 'start_idx': 7, 'end_idx': 12, 'type': 'PER'}",per:spouse,wikipedia
65,자의왕후는 문무왕과의 관계에서 소명세자와 훗날 신문왕이 되는 정명세자를 낳았다.,"{'word': '신문왕', 'start_idx': 26, 'end_idx': 28, 'type': 'PER'}","{'word': '문무왕', 'start_idx': 6, 'end_idx': 8, 'type': 'PER'}",per:parents,wikipedia
66,"그러나 달력의 시작일은 이슬람력과 동일하며, 무함마드와 그의 추종자들이 메카에서 메디나로 도망한 해인 양력 622년을 1년으로 계산하였다.","{'word': '무함마드', 'start_idx': 22, 'end_idx': 25, 'type': 'PER'}","{'word': '메디나', 'start_idx': 43, 'end_idx': 45, 'type': 'LOC'}",per:place_of_residence,wikipedia
67,"독립운동가들의 거리에 설치된 조각품의 주인공은 김좌진 장군, 유관순 열사, 윤봉길 의사, 이동녕 선생, 한용운 선생 등 총 5명이다. 충청남도 인사선발위원회의 심의를 거쳐 선발된 사람이다.","{'word': '한용운', 'start_idx': 58, 'end_idx': 60, 'type': 'PER'}","{'word': '독립운동가', 'start_idx': 0, 'end_idx': 4, 'type': 'POH'}",per:title,wikitree
68,우에노 주리(1986년 5월 25일 ~)는 일본의 배우이다.,"{'word': '우에노 주리', 'start_idx': 0, 'end_idx': 5, 'type': 'PER'}","{'word': '1986년 5월 25일', 'start_idx': 7, 'end_idx': 18, 'type': 'DAT'}",per:date_of_birth,wikipedia
69,전 축구선수 안정환(43)의 아내 이혜원(40)이 결국 SNS를 폐쇄했다.,"{'word': '안정환', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}","{'word': '이혜원', 'start_idx': 20, 'end_idx': 22, 'type': 'PER'}",per:spouse,wikitree
70,게다가 비문에는 사무드라굽타가 비슈누교 힌두교도였다고 언급되어 있습니다. 비문에 따르면 Samudragupta는 전쟁에서 승리할 때마다 베다 시대의 왕들이 큰 승리를 거두었을 때 축하하는 마술 의식인 Ashvamedha를 수행했습니다. 다양한 힌두교 의식이 거행되었다고 합니다.,"{'word': '사무드라굽타', 'start_idx': 52, 'end_idx': 57, 'type': 'PER'}","{'word': '힌두교', 'start_idx': 21, 'end_idx': 23, 'type': 'ORG'}",per:religion,wikipedia
71,한편 이민정은 지난 2013년 배우 이병헌과 결혼해 슬하에 아들 하나를 두고 있다.,"{'word': '이민정', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}","{'word': '이병헌', 'start_idx': 19, 'end_idx': 21, 'type': 'PER'}",per:spouse,wikitree
72,"지난 28일 정웅인의 아내 이지인은 자신의 인스타그램에 ""자랑스러운 내 딸""이라는 해시태그와 함께 사진을 게재했다.","{'word': '정웅인', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}","{'word': '이지인', 'start_idx': 16, 'end_idx': 18, 'type': 'PER'}",per:spouse,wikitree
73,"2016년 10월 30일 FC안양과의 결승전에서 승리하며 2016 K리그 챌린지 우승을 확정지었고, 안산 무궁화 축구단은 2017시즌부터 아산 무궁화 축구단으로 새롭게 출발했다.","{'word': '안산 무궁화 축구단', 'start_idx': 60, 'end_idx': 69, 'type': 'ORG'}","{'word': 'K리그 챌린지', 'start_idx': 41, 'end_idx': 47, 'type': 'POH'}",org:member_of,wikipedia
