id,sentence,subject_entity,object_entity,label,source
13,"2004년 11월 3일, 로마 스타디오 올림피코에서 열린 AS 로마와의 2004-05 UEFA 챔피언스리그 경기에서 라멜로프는 AS 로마의 프란체스코 토티와 싸움을 벌였다.","{'word': 'AS 로마', 'start_idx': 32, 'end_idx': 36, 'type': 'ORG'}","{'word': '스타디오 올림피코', 'start_idx': 17, 'end_idx': 25, 'type': 'POH'}",no_relation,wikipedia
14,달빛요정 그랜드슬램홈런(2003~2010)은 이진원(1973~2010년 11월 6일)을 중심으로 2003년 결성된 대한민국의 1인 프로젝트 그룹이다.,"{'word': '이진원', 'start_idx': 25, 'end_idx': 27, 'type': 'PER'}","{'word': '달빛요정', 'start_idx': 0, 'end_idx': 3, 'type': 'POH'}",per:employee_of,wikipedia
15,"LA 레이드(LA Reid), 베이비페이스(Babyface), 스티비 원더(Stevie Wonder), 루터 밴드로스(Luther Vandross) 등 흑인 음악계 거물들이 앨범 프로듀서로 참여했으며, 그녀도 처음으로 프로듀서로 이름을 올렸다.","{'word': '스티비 원더', 'start_idx': 35, 'end_idx': 40, 'type': 'PER'}","{'word': '프로듀서', 'start_idx': 100, 'end_idx': 103, 'type': 'POH'}",per:title,wikipedia
16,이현성은 주로 중앙미드필더로 출전했지만 가끔 측면미드필더로도 활약했다.,"{'word': '이현성', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '미드필더', 'start_idx': 10, 'end_idx': 13, 'type': 'POH'}",per:title,wikipedia
17,2009년 한국시리즈에서도 KIA 타이거즈의 우승 멤버로 활약했지만 연봉협상 조건이 맞지 않아 재계약이 무산되면서 KIA를 떠나게 됐다.,"{'word': 'KIA 타이거즈', 'start_idx': 15, 'end_idx': 22, 'type': 'ORG'}","{'word': '2009년 한국시리즈', 'start_idx': 0, 'end_idx': 10, 'type': 'POH'}",org:member_of,wikipedia
18,"조인철 광주광역시 문화경제부시장은 22일 중외공원 내 시립미술관, 문화예술회관, 시립민속박물관, 광주비엔날레 등 문화예술기관을 방문해 점검을 실시했다. 진행 중인 프로젝트와 애로사항을 들어보세요.","{'word': '조인철', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '광주광역시 문화경제부시장', 'start_idx': 4, 'end_idx': 16, 'type': 'POH'}",per:title,wikitree
19,올드린은 1989년 출간된 책 '달에서 돌아온 사나이'에서 상자 안에 소련 우주비행사 유리 가가린과 슈트라이너 미르 코말료프를 기념하는 메달도 들어 있다고 밝혔다.,"{'word': '유리 가가린', 'start_idx': 48, 'end_idx': 53, 'type': 'PER'}","{'word': '비행사', 'start_idx': 44, 'end_idx': 46, 'type': 'POH'}",per:title,wikipedia
20,글러브의 아버지 프레더릭 맨리 글러브 경(Sir Frederick Manley Glove)은 제1차 세계 대전 당시 영국 제2군 공병 참모총장으로 근무했습니다.,"{'word': '제2군', 'start_idx': 68, 'end_idx': 70, 'type': 'ORG'}","{'word': '제1차 세계 대전', 'start_idx': 52, 'end_idx': 60, 'type': 'POH'}",no_relation,wikipedia
21,김대중은 1924년 1월 6일 전라남도 신안에서 아버지 김운식과 어머니 장수금 사이에서 태어났다.,"{'word': '김대중', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '어머니 장수금', 'start_idx': 36, 'end_idx': 42, 'type': 'POH'}",per:parents,wikipedia
22,"독립운동가들의 거리에 설치된 조각품의 주인공은 김좌진 장군, 유관순 열사, 윤봉길 의사, 이동녕 선생, 한용운 선생 등 총 5명이다. 충청남도 인사선발위원회의 심의를 거쳐 선발된 사람이다.","{'word': '한용운', 'start_idx': 58, 'end_idx': 60, 'type': 'PER'}","{'word': '독립운동가', 'start_idx': 0, 'end_idx': 4, 'type': 'POH'}",per:title,wikitree
23,이후 재외동포교육진흥회 회장을 역임하고 민주평화통일자문회의 수석부회장 후보로 지명된 김덕룡이 이명박 대통령의 특보로 임명됐다. 명박 후보는 국민통합을 위해 2008년 9월 정부로부터 민주평화통일 자문회의 수석부위원장으로 임명됐다. (지원 관련) 감사 인사를 두고 논란이 일었다.,"{'word': '민주평화통일자문회의', 'start_idx': 22, 'end_idx': 31, 'type': 'ORG'}","{'word': '대통령', 'start_idx': 56, 'end_idx': 58, 'type': 'POH'}",no_relation,wikipedia
24,"2016년 10월 30일 FC안양과의 결승전에서 승리하며 2016 K리그 챌린지 우승을 확정지었고, 안산 무궁화 축구단은 2017시즌부터 아산 무궁화 축구단으로 새롭게 출발했다.","{'word': '안산 무궁화 축구단', 'start_idx': 56, 'end_idx': 65, 'type': 'ORG'}","{'word': 'K리그 챌린지', 'start_idx': 37, 'end_idx': 43, 'type': 'POH'}",org:member_of,wikipedia
25,"그리고 2018 리그 오브 레전드 월드 챔피언십에서 KT를 8강으로 이끈 손우현은 2018년 11월 22일 LCK 2018 스프링 준우승팀인 아프리카 프릭스의 유니폼으로 갈아입고 2019 LCK 서머에 진출했다. 포스트시즌에서 1년 정도 뛰면서. 와일드카드전 외에 별다른 성과를 내지 못했으며, 2020년 1월 14일 LCK 3연속 준우승팀인 그리핀의 유니폼으로 갈아입었지만 LCK 스프링에서 꼴찌를 막지 못했다. 2020년 2년 만에 챌린저스로 강등됐고, 4개월 만에 그리핀은 팀을 떠나 1년 6개월 만에 같은 해 5월 27일 전 소속팀인 KT 롤스터로 복귀했다.","{'word': '아프리카 프릭스', 'start_idx': 79, 'end_idx': 86, 'type': 'ORG'}","{'word': '리그 오브 레전드', 'start_idx': 9, 'end_idx': 17, 'type': 'POH'}",no_relation,wikipedia
26,시즌 전 외야수 전향을 시도했으나 조동찬의 부상 회복이 더디자 2루수에 안착했다.,"{'word': '조동찬', 'start_idx': 19, 'end_idx': 21, 'type': 'PER'}","{'word': '외야수', 'start_idx': 5, 'end_idx': 7, 'type': 'POH'}",no_relation,wikipedia
27,"이날 프로그램 제막식에서는 전북영산작곡보존회와 김명신·정상희 신부의 반주 판소리, 관악기 명인 대금 원장현과 색소폰 연주자 강태환의 연주가 펼쳐졌다. , 올해 축제에 대한 기대감을 한껏 끌어올리고 있다.","{'word': '강태환', 'start_idx': 69, 'end_idx': 71, 'type': 'PER'}","{'word': '색소폰', 'start_idx': 61, 'end_idx': 63, 'type': 'POH'}",no_relation,wikitree
28,"멜빈은 마쓰이가 시애틀 매리너스 감독 시절부터 높은 평가를 받았고, 지난 6월 10일 시카고 화이트삭스와의 경기에서 좌완 마크 벌리에게 끝내기 홈런을 터뜨린 지난 5월 3일 이후 4번째 홈런을 터뜨렸다. 감독 교체 이후 첫 경기. 나는 홈런을 쳤다.","{'word': '마크 벌리', 'start_idx': 68, 'end_idx': 72, 'type': 'PER'}","{'word': '시카고 화이트삭스', 'start_idx': 48, 'end_idx': 56, 'type': 'POH'}",per:employee_of,wikipedia
29,"지난 1월 3일, 수비수 김태은이 대전 시티즌에서 영입돼 1년 만에 구단에 복귀했다.","{'word': '김태은', 'start_idx': 14, 'end_idx': 16, 'type': 'PER'}","{'word': '수비수', 'start_idx': 10, 'end_idx': 12, 'type': 'POH'}",per:title,wikipedia
30,카게야마 슌은 가면라이더 자비의 착용자이자 가면라이더 펀치호퍼로 변신하는 남자입니다.,"{'word': '카게야마 슌', 'start_idx': 0, 'end_idx': 5, 'type': 'PER'}","{'word': '가면라이더', 'start_idx': 8, 'end_idx': 12, 'type': 'POH'}",per:title,wikipedia
31,"1972년 나훈아를 만났는데 나훈아는 ""이 멜로디는 좋은데 가사가 아니다. 어차피 방송 못 할 테니 가사를 바꾸고 리듬을 다시 편곡하자""고 말했다. 오래된 리듬이요."" 나훈아님은 예전에 함께 작업했던 전통 트로트 곡을 제안해 고고리듬으로 편곡하고 가사를 다시 써서 나훈아라는 제목으로 불렀습니다. 발표 당시에는 아무런 반응이 없었지만, 방송국 PD와 함께 설문조사를 진행한 결과 나훈아의 묻힌 노래를 만들기로 결정했습니다. 그 중에 좋은 노래 TOP 10을 뽑았는데, 그 중에 이 곡이 1위로 뽑혀서 그 곡을 제목으로 해서 앨범을 다시 발매했는데, 그 곡이 히트해서 1위 안에 들게 됐어요. 유명한 작곡가.","{'word': '나훈아', 'start_idx': 6, 'end_idx': 8, 'type': 'PER'}","{'word': '트로트', 'start_idx': 115, 'end_idx': 117, 'type': 'POH'}",no_relation,wikipedia
32,이런 과정을 거쳐 박진영은 다양한 안무가들의 안무를 조합해 하나의 안무를 탄생시켰다.,"{'word': '박진영', 'start_idx': 10, 'end_idx': 12, 'type': 'PER'}","{'word': '안무가', 'start_idx': 19, 'end_idx': 21, 'type': 'POH'}",no_relation,wikipedia
33,공격수 송제헌이 전북과 재계약을 하지 않은 채 팀을 떠나 인천 유나이티드와 계약했다.,"{'word': '송제헌', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}","{'word': '공격수', 'start_idx': 0, 'end_idx': 2, 'type': 'POH'}",per:title,wikipedia
34,"그는 1999년, 2000년, 2001년, 2003년에 분데스리가에서 우승했고, 1998년, 2000년, 2003년에 DFB-포칼, 2001년에는 UEFA 챔피언스리그에서 우승했습니다.","{'word': '분데스리가', 'start_idx': 31, 'end_idx': 35, 'type': 'ORG'}","{'word': 'DFB-포칼', 'start_idx': 66, 'end_idx': 71, 'type': 'POH'}",no_relation,wikipedia
35,"《사계》(Le quattro Stagioni)는 이탈리아 작곡가 안토니오 비발디가 1725년에 작곡한 바이올린 협주곡으로, 작품번호는 Opus 8, No. 1~4이다.","{'word': '안토니오 비발디', 'start_idx': 36, 'end_idx': 43, 'type': 'PER'}","{'word': '바이올린', 'start_idx': 57, 'end_idx': 60, 'type': 'POH'}",no_relation,wikipedia
36,뮤지컬 배우 함연지가 '동상이몽'에 출연했다.,"{'word': '함연지', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}","{'word': '뮤지컬 배우', 'start_idx': 0, 'end_idx': 5, 'type': 'POH'}",per:title,wikitree
37,"1984년 5월, 빌바오와의 코파 델 레이(스페인 국왕컵) 결승전에서 마라도나는 폭력 사태를 초래한 집단 난투의 선동자가 되었고, 이로 인해 마라도나는 FC 바르셀로나에서 쫓겨나게 되었습니다.","{'word': '코파 델 레이', 'start_idx': 16, 'end_idx': 22, 'type': 'ORG'}","{'word': '스페인', 'start_idx': 24, 'end_idx': 26, 'type': 'POH'}",org:place_of_headquarters,wikipedia
38,이곳 천안 망향동 정원에는 고 김복동 여성인권운동가를 비롯해 위안부 피해자 54명이 편히 잠들어 있습니다.,"{'word': '김복동', 'start_idx': 17, 'end_idx': 19, 'type': 'PER'}","{'word': '인권운동가', 'start_idx': 23, 'end_idx': 27, 'type': 'POH'}",per:title,wikitree
39,Aftermath는 1966년 4월 Decca Records를 통해 발매된 롤링 스톤스의 네 번째 영국 스튜디오 앨범이다.,"{'word': '롤링 스톤스', 'start_idx': 42, 'end_idx': 47, 'type': 'ORG'}","{'word': 'Aftermath', 'start_idx': 0, 'end_idx': 8, 'type': 'POH'}",org:product,wikipedia
40,"2013년 3월 14일, 아데바요르는 인테르나치오날레와의 UEFA 유로파리그 경기에서 결정적인 원정 골을 터뜨려 원정 다득점 규정에 따라 토트넘을 8강에 올려놓았다.","{'word': '인테르나치오날레', 'start_idx': 21, 'end_idx': 28, 'type': 'ORG'}","{'word': 'UEFA', 'start_idx': 32, 'end_idx': 35, 'type': 'POH'}",org:member_of,wikipedia
41,"K리그 챌린지 11개 팀, 내셔널리그 10개 팀, 2015년 K3리그 승자와 준우승팀이 3차 예선에 직접 진출하게 된다.","{'word': '내셔널리그', 'start_idx': 15, 'end_idx': 19, 'type': 'ORG'}","{'word': 'K리그', 'start_idx': 0, 'end_idx': 2, 'type': 'POH'}",no_relation,wikipedia
42,영암군민속씨름단 재정지원위원장을 맡고 있는 김한모 회장은 유네스코 인류무형문화유산이자 대한민국의 자랑스러운 문화유산인 민속씨름의 부흥을 위해 매년 아낌없이 지원해 왔다. 그는 지금까지 약 4억원을 기부해 민속스포츠 부흥에 크게 기여했다. .,"{'word': '유네스코', 'start_idx': 32, 'end_idx': 35, 'type': 'ORG'}","{'word': '인류무형문화유산', 'start_idx': 37, 'end_idx': 44, 'type': 'POH'}",no_relation,wikitree
43,레베데프는 소련 전 대통령 고르바초프와도 협력하고 있으며 자유주의 신문 노바야 가제타의 지분 49%를 소유하고 있다.,"{'word': '노바야 가제타', 'start_idx': 40, 'end_idx': 46, 'type': 'ORG'}","{'word': '자유주의', 'start_idx': 32, 'end_idx': 35, 'type': 'POH'}",org:political/religious_affiliation,wikipedia
44,"수비는 좌우 풀백 김진야(서울), 이유현(전남), 중앙 수비수 정태욱(대구), 이상민(울산)으로 구성됐다.","{'word': '이유현', 'start_idx': 19, 'end_idx': 21, 'type': 'PER'}","{'word': '수비수', 'start_idx': 31, 'end_idx': 33, 'type': 'POH'}",no_relation,wikitree
45,"또한, 일본판 팬들 사이에서는 투니버스 방송명이 아니라는 불만이 상당했지만, 최근 한국에서는 원작 만화가 연재되자 일본 제작사가 국내 만화 제목과 동일하게 만들고 있다. 마케팅의 편의를 위해 예약하세요. 방영이 계약 조건인데, 이 작품의 일본 제작사 측에서도 국내 애니메이션의 이름을 서울문화출판사에서 출간한 책 이름으로 바꿔달라고 요청했고, 투니버스가 이를 받아들였다.","{'word': '투니버스', 'start_idx': 17, 'end_idx': 20, 'type': 'ORG'}","{'word': '애니메이션', 'start_idx': 148, 'end_idx': 152, 'type': 'POH'}",no_relation,wikipedia
46,1978년 FIFA 월드컵에서 팀을 승리로 이끈 뛰어난 축구선수 마리오 켐페스와 마라도나 등 아르헨티나 대표팀에는 상대가 없었다.,"{'word': '마리오 켐페스', 'start_idx': 36, 'end_idx': 42, 'type': 'PER'}","{'word': '축구선수', 'start_idx': 31, 'end_idx': 34, 'type': 'POH'}",per:title,wikipedia
47,"1961년부터 1970년까지 이탈리아 인테르나치오날레에서 뛰며 세리에 A 타이틀 3회(1962-63, 1964-65, 1965-66), 유러피언 컵 2회(1964, 1965), 인터콘티넨탈 컵 2회를 우승했습니다. 그는 우승(1964, 1965)에 기여했고, 1970년부터 1973년까지 이탈리아 삼프도리아에서 활약했다.","{'word': '인테르나치오날레', 'start_idx': 21, 'end_idx': 28, 'type': 'ORG'}","{'word': '세리에 A', 'start_idx': 35, 'end_idx': 39, 'type': 'POH'}",org:member_of,wikipedia
48,이는 팀 창단 이후 첫 신인상임과 동시에 1루수 박병호가 정규시즌 MVP에 선정돼 팀 내 신인상과 MVP를 모두 배출했다.,"{'word': '박병호', 'start_idx': 27, 'end_idx': 29, 'type': 'PER'}","{'word': '1루수', 'start_idx': 23, 'end_idx': 25, 'type': 'POH'}",per:title,wikipedia
49,1912년 당시 테이코쿠 호텔 총지배인 하야시 아이사쿠가 미국 건축가 프랭크 로이드 라이트에게 새 건물을 짓도록 의뢰했습니다. 이를 위해 Wright는 일본을 방문하여 건축에 사용되는 석재부터 일상 생활 용품에 사용되는 목재 선택까지 모든 것을 면밀히 감독했습니다.,"{'word': '프랭크 로이드 라이트', 'start_idx': 39, 'end_idx': 49, 'type': 'PER'}","{'word': '건축가', 'start_idx': 35, 'end_idx': 37, 'type': 'POH'}",per:title,wikipedia
50,"3루수에는 미야모토 신야가 자리를 잡았고, 유격수에는 미야모토의 후임으로 기대됐던 가와시마 게이조를 적극적으로 기용했다.","{'word': '미야모토 신야', 'start_idx': 6, 'end_idx': 12, 'type': 'PER'}","{'word': '유격수', 'start_idx': 24, 'end_idx': 26, 'type': 'POH'}",no_relation,wikipedia
51,유향열 한국남동발전 사장은 “농업용 태양광은 신재생에너지 사업의 새로운 비즈니스 모델로 농가 소득 향상과 정부의 신재생에너지 3020 달성에 크게 기여할 것으로 기대된다”고 말했다. 이어 “앞으로 농업용 태양광 발전이 확대되면 농촌을 떠나는 사람도 늘어날 것”이라고 덧붙였다. 이어 “청년들이 고향으로 돌아가 안정적인 삶을 누릴 수 있다는 꿈을 이룰 수 있도록 최선을 다하겠다”고 말했다.,"{'word': '유향열', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '한국남동발전 사장', 'start_idx': 4, 'end_idx': 12, 'type': 'POH'}",per:title,wikitree
52,"2014년 5월 21일, 한국e스포츠협회는 KeSPA컵의 재개를 발표하며 약 7년 만에 KeSPA컵이 부활하게 됐다.","{'word': '한국e스포츠협회', 'start_idx': 14, 'end_idx': 21, 'type': 'ORG'}","{'word': 'KeSPA', 'start_idx': 24, 'end_idx': 28, 'type': 'POH'}",org:members,wikipedia
53,"이 사건에 대해 민변여성복지위원장 진선미 변호사는 “연예인의 CF계약을 ‘노예계약’이라고 하는데 이혼을 가장 큰 문제로 여기는 것은 참으로 비인도적이고 반인권적인 일이다”라고 말했다. 이 경우와 마찬가지로 귀책사유가 있습니다.""","{'word': '진선미', 'start_idx': 19, 'end_idx': 21, 'type': 'PER'}","{'word': '변호사', 'start_idx': 23, 'end_idx': 25, 'type': 'POH'}",per:title,wikipedia
54,"워싱턴 D.C.에서 우크라이나계 유대인 이민자 부모 사이에서 태어난 그는 1938년 당시 아르투로 토스카니니가 지휘자로 있던 NBC 심포니 오케스트라에 합류하면서 처음 첼리스트로서의 경력을 시작했고, 이후 1943년 뉴욕 필하모닉 오케스트라에 합류했습니다. 그는 수석 첼리스트로 옮겨 1951년까지 그곳에 머물렀다.","{'word': '아르투로 토스카니니', 'start_idx': 50, 'end_idx': 59, 'type': 'PER'}","{'word': '지휘자', 'start_idx': 62, 'end_idx': 64, 'type': 'POH'}",per:title,wikipedia
55,"김아랑은 2014~2015시즌 ISU 쇼트트랙 월드컵에 5차례 출전해 금메달 3개, 은메달 4개, 동메달 1개를 획득했다. 2015년 2월 스페인 그라나다에서 열린 동계 유니버시아드 대회에서 쇼트트랙 1000m와 1500m를 우승하고 개인전에서도 우승했다. 목에 금메달 두 개를 걸었습니다.","{'word': '김아랑', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '쇼트트랙', 'start_idx': 21, 'end_idx': 24, 'type': 'POH'}",no_relation,wikipedia
56,"16일 한국철도공사를 방문해 손병석 사장에게 전라선 KTX 증차, 전력공급장치(EMU) 정비기지 유치 등 철도 관련 현안사업에 대한 협조를 요청했다.","{'word': '한국철도공사', 'start_idx': 4, 'end_idx': 9, 'type': 'ORG'}","{'word': '전라선', 'start_idx': 25, 'end_idx': 27, 'type': 'POH'}",org:product,wikitree
57,젠다야 콜먼이 아닌 할리 베일리가 디즈니 실사영화 '인어공주'의 주인공 에리얼 역으로 확정되면서 젠다야의 반응이 주목된다.,"{'word': '에리얼', 'start_idx': 40, 'end_idx': 42, 'type': 'PER'}","{'word': '인어공주', 'start_idx': 29, 'end_idx': 32, 'type': 'POH'}",per:employee_of,wikitree
58,"이어령(李御寧, 1933년 12월 29일(음력 1933년 11월 13일) – )은 국어국문학자로서 문학평론가, 언론인, 작가, 대학 교수 등을 역임했다. 한국에서는. 그는 노태우라고도 알려져 있다. 그는 정부에서 문화부 장관을 역임했습니다.","{'word': '이어령', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '문학평론가', 'start_idx': 55, 'end_idx': 59, 'type': 'POH'}",per:title,wikipedia
59,2017년 1월 31일 K리그 챌린지에서 서울 이랜드 FC의 감독으로 선임됐다.,"{'word': '서울 이랜드 FC', 'start_idx': 23, 'end_idx': 31, 'type': 'ORG'}","{'word': 'K리그 챌린지', 'start_idx': 13, 'end_idx': 19, 'type': 'POH'}",org:member_of,wikipedia
60,8대손 김영현의 딸은 독립운동가이자 정치가인 서재필의 부인이다.,"{'word': '서재필', 'start_idx': 25, 'end_idx': 27, 'type': 'PER'}","{'word': '독립운동가', 'start_idx': 12, 'end_idx': 16, 'type': 'POH'}",per:title,wikipedia
61,"본명은 TAKAYOSHI이며, 기타리스트 겸 작곡가 이와사키 타카후미와 함께 TV 애니메이션 '드래곤볼 카이' 한정 유닛 '드래곤 소울'에서도 활동 중이다.","{'word': '이와사키 타카후미', 'start_idx': 29, 'end_idx': 37, 'type': 'PER'}","{'word': '기타리스트', 'start_idx': 17, 'end_idx': 21, 'type': 'POH'}",per:title,wikipedia
62,"자유한국당 전희경 대변인도 “정부와 여당이 초라한 선거법을 만들고 있고, 중앙선거관리위원회가 선거법을 악용해 야당 탄압에 앞장서고 있다”고 말했다. 변명. 비례대표 전략공천 얘기는 새로 탄생한 미래한국당을 겨냥한 것뿐인 것 같다”고 말했다. “그는 항의했다.","{'word': '전희경', 'start_idx': 6, 'end_idx': 8, 'type': 'PER'}","{'word': '비례대표', 'start_idx': 87, 'end_idx': 90, 'type': 'POH'}",no_relation,wikitree
63,밴드는 마이클 잭슨의 Thriller 앨범 제작을 돕고 같은 해 시카고의 컴백 앨범인 Chicago 16을 공동 작업하기 위해 앨범 발매 후 투어를 연기했습니다.,"{'word': '마이클 잭슨', 'start_idx': 4, 'end_idx': 9, 'type': 'PER'}","{'word': 'Thriller', 'start_idx': 12, 'end_idx': 19, 'type': 'POH'}",per:product,wikipedia
64,"광무대(光武臺), 연흥사(延興社), 조선성악연구회 시절 창극이 서울 및 기타 지역에서 히트를 쳤고, 송만갑, 이동백, 김창룡, 정정 등이 있었다. -렬, 김연수, 오태석, 이화중선, 김여란, 박녹주 등. 김소희와 임방울이 판소리를 하는 동안에도 자주 등장했다. 창극.","{'word': '박녹주', 'start_idx': 107, 'end_idx': 109, 'type': 'PER'}","{'word': '판소리', 'start_idx': 124, 'end_idx': 126, 'type': 'POH'}",no_relation,wikipedia
65,청량리역은 한국철도공사 소속의 경원선과 중앙선의 철도역이다.,"{'word': '한국철도공사', 'start_idx': 6, 'end_idx': 11, 'type': 'ORG'}","{'word': '경원선', 'start_idx': 17, 'end_idx': 19, 'type': 'POH'}",no_relation,wikipedia
66,"변희재는 2013년 10월 미디어워치와의 ​​인터뷰에서 “일 방문자 100만 명 이상 확보하면 검색엔진을 설치해 친노 성향의 네이버, 다음과 경쟁하겠다”고 자신의 의견을 피력했다. 한국 포털 회사.""","{'word': '변희재', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '미디어워치', 'start_idx': 15, 'end_idx': 19, 'type': 'POH'}",no_relation,wikipedia
67,이후 김경기는 2000시즌 SK 와이번스에 현금 트레이드로 이적해 선발 1루수로서의 입지를 굳혔다. 그는 외야수로서의 역할에서 본업인 1루수로 복귀하여 매년 평균 0.280에서 0.300 사이의 타율과 10에서 15개의 홈런을 기록했습니다. 중장거리 타자로서 꾸준한 성적을 거두며 잘 짜여진 중앙타선에서 핵심적인 역할을 톡톡히 해냈다.,"{'word': '김경기', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}","{'word': '1루수', 'start_idx': 40, 'end_idx': 42, 'type': 'POH'}",per:title,wikipedia
68,"임종식 교육감은 “현 상황에서 무엇보다 학생들의 안전을 고려해 개학 추가 연기가 필요하다고 판단했다”고 말했다. 이어 “개학 연기 기간 동안 안전관리를 적극 지원하고 학습 공백을 최소화할 예정이며, 코로나19 상황에 따라 개학도 추가로 연기하겠다”고 덧붙였다. “우리도 검토 중”이라고 말했다.","{'word': '임종식', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '교육감', 'start_idx': 4, 'end_idx': 6, 'type': 'POH'}",per:title,wikitree
