id,sentence,subject_entity,object_entity,label,source
10,하비에르 파스토레는 아르헨티나 클럽 타예레스의 유소년팀에서 축구를 시작하였다.,"{'word': '하비에르 파스토레', 'start_idx': 0, 'end_idx': 8, 'type': 'PER'}","{'word': '아르헨티나', 'start_idx': 11, 'end_idx': 15, 'type': 'LOC'}",per:origin,wikipedia
11,"이른바 'Z세대'로 불리는 1990년대 중반 이후 태어난 세대에게 대표 아이콘으로 통하는 미국 싱어송라이터 빌리 아일리시(본명 빌리 오코널, 19)가 팝 역사를 새로 썼다.","{'word': '빌리 아일리시', 'start_idx': 60, 'end_idx': 66, 'type': 'PER'}","{'word': '싱어송라이터', 'start_idx': 53, 'end_idx': 58, 'type': 'POH'}",per:title,wikitree
12,"2009년 9월, 미국 프로 야구 필라델피아 필리스 소속의 야구 선수 박찬호는 《MBC 스페셜-박찬호는 당신을 잊지 않았다》 편에서 “최진실 씨의 아픔과 죽음의 고통을 이해합니다. 최진실 씨 사건에 눈물을 흘렸습니다. 저도 죽으려고 마음을 먹었던 적이 있었습니다. 잘하려고 애를 쓰는데 비난과 비판이 쏟아졌습니다. 머리가 빠지고 너무 힘들었습니다”라고 말하며 최진실의 죽음에 대해 안타까움을 표현했다.","{'word': '필라델피아 필리스', 'start_idx': 19, 'end_idx': 27, 'type': 'ORG'}","{'word': '박찬호', 'start_idx': 39, 'end_idx': 41, 'type': 'PER'}",org:top_members/employees,wikipedia
13,"뉴질랜드 1차산업부 생물보안 대변인 캐서린 더시 박사는 과일파리를 잡기 위해 오클랜드 전역에 1천300여개의 파리통을 놓았다며, 곧 통들을 마지막으로 점검할 것이라고 말했다.","{'word': '뉴질랜드', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '오클랜드', 'start_idx': 43, 'end_idx': 46, 'type': 'LOC'}",org:members,wikitree
14,"조토 디 본도네, 마사초, 피에로 델라 프란체스카, 도메니코 기를란다요, 페루지노, 미켈란젤로, 라파엘로, 보티첼리, 레오나르도 다빈치, 티치아노 등으로 대표되는 이탈리아 르네상스 회화는 당대와 그 이후의 시기 유럽 전체에 영향을 주었다.","{'word': '미켈란젤로', 'start_idx': 47, 'end_idx': 51, 'type': 'PER'}","{'word': '르네상스', 'start_idx': 96, 'end_idx': 99, 'type': 'DAT'}",no_relation,wikipedia
15,"성명에는 더불어민주당 이상민 대전광역시당 위원장, 이춘희 세종특별자치시당 위원장, 홍재형 충청북도당 위원장, 박수현 충청남도당 위원장, 이해찬, 박병석, 변재일, 오제세, 노영민, 양승조, 박범계, 박완주 의원이 서명했다.","{'word': '노영민', 'start_idx': 96, 'end_idx': 98, 'type': 'PER'}","{'word': '더불어민주당', 'start_idx': 5, 'end_idx': 10, 'type': 'ORG'}",per:employee_of,wikipedia
16,"이정미 대표도 이날 기자회견에 앞서 한 라디오 방송에 출연 ""정개특위를 한국당에 내주는 건 어떤 일이 있어도 안 된다""며 ""지금 한국당을 어르고 구슬리는 게 민주당에 득이 된다고 생각할지 모르겠지만 정부 여당의 개혁 정책에 가장 힘을 실어줬던 정의당과 야3당의 개혁 공조가 어그러지는 상황이 될 것""이라고 지적했다.","{'word': '이정미', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '정의당', 'start_idx': 136, 'end_idx': 138, 'type': 'ORG'}",no_relation,wikitree
17,제2총군은 태평양 전쟁 말기에 일본 본토에 상륙하려는 연합군에게 대항하기 위해 설립된 일본 제국 육군의 총군이었다.,"{'word': '제2총군', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '일본 제국 육군', 'start_idx': 48, 'end_idx': 55, 'type': 'ORG'}",org:member_of,wikipedia
18,"문성민은 경기대학교에 입학하여 황동일, 신영석과 함께 경기대학교의 전성기를 이끌면서 하계대회, 전국체전, 최강전 등 3관왕을 이룬다.","{'word': '문성민', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '경기대', 'start_idx': 5, 'end_idx': 7, 'type': 'ORG'}",per:schools_attended,wikipedia
19,"이번 포럼은 제주개발공사와 유네스코 아시아-태평양 본부, 한국지질자원연구원이 공동 주최하고 유네스코 파리본부, 제주특자치도, 환경부, 한국수자원공사, 한국건설기술연구원 등이 후원한다.","{'word': '한국수자원공사', 'start_idx': 75, 'end_idx': 81, 'type': 'ORG'}","{'word': '환경부', 'start_idx': 70, 'end_idx': 72, 'type': 'ORG'}",no_relation,wikitree
20,1971년 대선을 앞두고 김종필은 1971년 선거에서 박정희 당선을 위해 무려 600억원이나 썼다고 밝혔다.,"{'word': '김종필', 'start_idx': 14, 'end_idx': 16, 'type': 'PER'}","{'word': '박정희', 'start_idx': 30, 'end_idx': 32, 'type': 'PER'}",per:colleagues,wikipedia
21,"2010년에는 아시아 가수 최초로 마이클 잭슨의 곡을 리메이크하였는데 당시 마이클 잭슨과 함께 작업했던 세계적인 뮤지션 스티브 바라캇(Steve Barakatt)과 마이클 잭슨 곡 ""You are not alone""을 작업해 화제가 되었다.","{'word': '스티브 바라캇', 'start_idx': 67, 'end_idx': 73, 'type': 'PER'}","{'word': 'Steve Barakatt', 'start_idx': 75, 'end_idx': 88, 'type': 'PER'}",per:alternate_names,wikipedia
22,"박흥식은 첫 부인과의 사이에 장녀 박병숙을 두었고, 두 번째 부인은 경희대학교 교수를 지낸 피아니스트 한인하이며, 두 사람 사이에서 태어난 딸 박봉숙은 이화여자대학교 교수를 지냈다.","{'word': '박흥식', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '한인하', 'start_idx': 57, 'end_idx': 59, 'type': 'PER'}",per:spouse,wikipedia
23,스포츠계에서도 막강한 영향력을 펼치고 있어 2008년 9월 만수르 빈 자이드 알나하얀 소유의 에 맨체스터 시티 FC의 인수를 제안했고 인수 완료 후 잉글랜드 프리미어리그의 맨체스터 시티 FC의 구단주가 되었다.,"{'word': '맨체스터 시티 FC', 'start_idx': 96, 'end_idx': 105, 'type': 'ORG'}","{'word': '프리미어리그', 'start_idx': 88, 'end_idx': 93, 'type': 'ORG'}",org:member_of,wikipedia
24,FA로 친정 팀에 돌아온 중견수 이택근과 1루수로 정착한 박병호와 함께 클린업 트리오를 이루어 강력한 타선을 구성했다.,"{'word': '박병호', 'start_idx': 32, 'end_idx': 34, 'type': 'PER'}","{'word': '1루수', 'start_idx': 23, 'end_idx': 25, 'type': 'POH'}",per:title,wikipedia
25,"SK는 또 ""해당 방송에서 언급한 지난해 12월5일 가로세로연구소 유튜브 방송 또한 명백한 허위사실임을 알려드린다""며 ""최태원 회장이 수감 중 구치소에 라텍스 베개를 배포하였다거나 이혼 소송 중인 노소영 관장에게 생활비를 지급하지 않았다는 것은 허위""라고도 주장했다.","{'word': '노소영', 'start_idx': 110, 'end_idx': 112, 'type': 'PER'}","{'word': '최태원', 'start_idx': 67, 'end_idx': 69, 'type': 'PER'}",per:spouse,wikitree
26,본가가 양돈업을 운영하고 있었던 점도 있어 닛폰햄 구단주인 오코소 요시노리는 가족도 알고 있어 할아버지 등을 걱정해 준 것에 대해 감사를 표했다고 한다.,"{'word': '닛폰햄', 'start_idx': 24, 'end_idx': 26, 'type': 'ORG'}","{'word': '오코소 요시노리', 'start_idx': 33, 'end_idx': 40, 'type': 'PER'}",no_relation,wikipedia
27,"1824년에 있었던 첫 졸업식에는 대통령 제임스 먼로와 존 C. 칼훈, 헨리 클레이 시니어, 질베르 뒤 모티에 드 라파예트 후작 등이 참석했다.","{'word': '존 C. 칼훈', 'start_idx': 31, 'end_idx': 37, 'type': 'PER'}","{'word': '제임스 먼로', 'start_idx': 23, 'end_idx': 28, 'type': 'PER'}",no_relation,wikipedia
28,천도교 3대교주 손병희의 영향으로 태화관이 독립선언서 낭독장소가 되었다.,"{'word': '손병희', 'start_idx': 9, 'end_idx': 11, 'type': 'PER'}","{'word': '천도교', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}",per:employee_of,wikipedia
29,이 대회는 1960년에 출범하여 매년 개최되어왔으며 유럽 축구 연맹(UEFA)과 남미 축구 연맹(CONMEBOL)이 공동으로 주관했다.,"{'word': '유럽 축구 연맹', 'start_idx': 29, 'end_idx': 36, 'type': 'ORG'}","{'word': 'UEFA', 'start_idx': 38, 'end_idx': 41, 'type': 'ORG'}",org:alternate_names,wikipedia
30,"미국 정부는 1942년 2월 24일 전 세계의 청취자를 대상으로 태평양 전쟁의 전쟁상황을 알리기 위한 방송인 미국의 소리(VOA, Voice of America)를 개국하였다.","{'word': '미국의 소리', 'start_idx': 61, 'end_idx': 66, 'type': 'ORG'}","{'word': 'Voice of America', 'start_idx': 73, 'end_idx': 88, 'type': 'POH'}",org:alternate_names,wikipedia
31,이어 “향후 우리 창업벤처기업들이 세계가 주목하는 줌(Zoom)과 페이스북(Facebook)과 같은 글로벌 플랫폼 기업으로 성장하도록 지원하고 대한민국이 ‘벤처 4대강국’으로 자리매김하도록 최선을 다할 계획”이라고 밝혔다.,"{'word': 'Facebook', 'start_idx': 42, 'end_idx': 49, 'type': 'ORG'}","{'word': '페이스북', 'start_idx': 37, 'end_idx': 40, 'type': 'ORG'}",org:alternate_names,policy_briefing
32,"양당이 모두 해체한 뒤 신당을 창당하는 것이 아닌 유신당이 해체 뒤 기존의 민주당에 합류하는 방식이기 때문에, 옛 모두의 당 시절 비례대표로 선출되어 두레당을 거쳐 유신당에 합류했던 참의원 의원 5명(오노 지로, 가와다 류헤이, 시바타 다쿠미, 데라타 스케시로, 마야마 유이치)은 국회법 제109조의 2의 규정에 의해 신당에 입당할 경우 의원직이 자동 박탈되기 때문에 유신당 해체와 함께 임기 만료 전까지 무소속 신분을 유지하게 되었다.","{'word': '두레당', 'start_idx': 84, 'end_idx': 86, 'type': 'ORG'}","{'word': '유신당', 'start_idx': 92, 'end_idx': 94, 'type': 'ORG'}",no_relation,wikipedia
33,채리나는 이후 박용근을 생명의 은인으로 여기고 교제하다가 2016년 11월에 결혼하였다.,"{'word': '채리나', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '박용근', 'start_idx': 8, 'end_idx': 10, 'type': 'PER'}",per:spouse,wikipedia
34,이로써 아버지인 카를레스와 아들인 세르히오 부스케츠는 레알 마드리드의 마누엘 산치스 부자와 AC 밀란의 말디니 부자에 이어 3번째로 같은 팀에 유럽 정상에 오른 부자로 기록되었다.,"{'word': '마누엘 산치스', 'start_idx': 39, 'end_idx': 45, 'type': 'PER'}","{'word': '레알 마드리드', 'start_idx': 30, 'end_idx': 36, 'type': 'ORG'}",per:employee_of,wikipedia
35,"로버트 조지 (바비) 실(Robert George (Bobby)(Bobby) Seale, 1936년 10월 22일 ~ )은 아프리카계 미국인 인권 운동가이자, 휴이 뉴튼과 함께 흑표당의 창립자이다.","{'word': '흑표당', 'start_idx': 99, 'end_idx': 101, 'type': 'ORG'}","{'word': '휴이 뉴튼', 'start_idx': 89, 'end_idx': 93, 'type': 'PER'}",org:founded_by,wikipedia
36,곡성군(군수 유근기)은 상수도 사용 가구를 대상으로 올해부터 옥내 급수관 누수탐사 서비스를 연중 제공한다고 밝혔다.,"{'word': '곡성군', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '유근기', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",org:top_members/employees,wikitree
37,김성수의 누이동생 김점효와 결혼하였으며 경성방직(1970년 경방으로 사명 변경)의 4대 사장으로 1946년 취임해 1975년 명예회장으로 경영일선에서 물러날 때까지 경방의 경영을 이끌었으며 전국경제인연합회 회장을 6차례 지냈다.,"{'word': '경성방직', 'start_idx': 22, 'end_idx': 25, 'type': 'ORG'}","{'word': '김성수', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",no_relation,wikipedia
38,광주국악상설공연이 세계수영선수권대회 기간동안 연이어 매진을 기록하며 광주 대표 문화관광 콘텐츠로 큰 호응을 받고 있는 가운데 국악인 박애리가 호남의 판소리를 전 세계에 알린다.,"{'word': '박애리', 'start_idx': 74, 'end_idx': 76, 'type': 'PER'}","{'word': '국악인', 'start_idx': 70, 'end_idx': 72, 'type': 'POH'}",per:title,wikitree
39,앞서 구혜선은 안재현이 소속사인 HB엔터테인먼트의 문보미 대표와 자신을 험담했다고 주장한 바 있다.,"{'word': 'HB엔터테인먼트', 'start_idx': 18, 'end_idx': 25, 'type': 'ORG'}","{'word': '문보미', 'start_idx': 28, 'end_idx': 30, 'type': 'PER'}",org:top_members/employees,wikitree
40,배우 장신영(35) 씨와 남편 강경준(36) 씨가 둘째를 품에 안았다.,"{'word': '강경준', 'start_idx': 17, 'end_idx': 19, 'type': 'PER'}","{'word': '장신영', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}",per:spouse,wikitree
41,"이 캐릭터가 작가 스탠 리와 만화가 잭 커비가 만든 """" 에서 캡틴 아메리카의 전쟁 시절 애정 상대로 처음으로 등장하였을 당시에는 이름이 없었다.","{'word': '스탠 리', 'start_idx': 10, 'end_idx': 13, 'type': 'PER'}","{'word': '만화가', 'start_idx': 16, 'end_idx': 18, 'type': 'POH'}",no_relation,wikipedia
42,"2008-09 시즌, 그는 페페의 10경기 출장 정지 징계로부터 수혜를 받은 선수로, 4-2로 이긴 세비야와의 경기에서 훌륭한 활약을 펼쳤지만, 바르셀로나와의 안방 경기에 2-6으로 패할 때에도 출전했고, 자신의 스페인 무대 최다인 12경기 출장을 기록했다.","{'word': '세비야', 'start_idx': 56, 'end_idx': 58, 'type': 'ORG'}","{'word': '스페인', 'start_idx': 119, 'end_idx': 121, 'type': 'LOC'}",org:member_of,wikipedia
43,대한민국에서는 2008년 대원미디어㈜에서 수입하여 자사인 대원방송㈜에서 더빙 작업을 진행하여 《짱구는 못말려 극장판: 부리부리 3분 대작전》이라는 이름으로 방영되었다.,"{'word': '대원방송', 'start_idx': 32, 'end_idx': 35, 'type': 'ORG'}","{'word': '대원미디어', 'start_idx': 14, 'end_idx': 18, 'type': 'ORG'}",org:member_of,wikipedia
44,"행정안전부(마을자치와 마을공동체 재정운영), 국토교통부‧LH한국주택공사(주거), 여성가족부‧경찰청(여성안전), 보건복지부(복지 공공성 확장) 등 소관기관뿐 아니라 서울 관악구(여성안전), 경기도‧대구광역시‧서울특별시(복지 공공성 확장) 등 유사 문제를 극복한 다른 지방자치단체도 참여하여 지역의 사회문제에 대한 적실성 있는 해법을 모색할 것으로 기대된다.","{'word': '경찰청', 'start_idx': 51, 'end_idx': 53, 'type': 'ORG'}","{'word': '행정안전부', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}",no_relation,wikitree
45,영국의 제임스 클라크 로스(1800년 ~ 1862년) 경은 1839년 10월 ‘에레부스’호와 ‘테러’호로 영국을 떠나 자남극을 찾아갔다.,"{'word': '제임스 클라크 로스', 'start_idx': 4, 'end_idx': 13, 'type': 'PER'}","{'word': '1800년 ~ 1862년', 'start_idx': 15, 'end_idx': 27, 'type': 'DAT'}",per:date_of_birth,wikipedia
46,"에피소드에서는 외계 시간여행자인 닥터 (크리스토퍼 에클스턴)이 새로운 동행자 로즈 타일러 (빌리 파이퍼)를 타디스를 이용한 첫번째 시공간 여행으로 5,000,000년에 데려간다.","{'word': '빌리 파이퍼', 'start_idx': 51, 'end_idx': 56, 'type': 'PER'}","{'word': '로즈 타일러', 'start_idx': 43, 'end_idx': 48, 'type': 'PER'}",per:alternate_names,wikipedia
47,"반민특위는 조사를 담당하는 특별조사위원회, 기소 및 송치 업무를 담당하는 특별검찰, 재판을 담당하는 특별재판소 등을 국회에 별도로 설치.","{'word': '반민특위', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '특별조사위원회', 'start_idx': 15, 'end_idx': 21, 'type': 'ORG'}",org:members,wikipedia
48,"후기 낭만적 음악의 화성조직이나 색채적인 오케스트라의 사용법이라든가 그러한 개개의 기법에 이끌렸어도 고전적인 음악형식을 저버리려고 하는 그 무렵의 작곡계의 일반적인 경향에는 반대였고 새로운 고전주의를 목표로 한 점에서 독일의 대작곡가 브람스의 생각과 일맥상통하는 바가 있어 사실 브람스에게는 매우 총애를 받아 드보르작의 작품이 1877년 이후 베를린의 지므로크 음악출판사로부터 출판하게 되었고, 체코 이외의 나라에서 연주하게 된 것도 브람스의 소개로 된 것이었다.","{'word': '드보르작', 'start_idx': 173, 'end_idx': 176, 'type': 'PER'}","{'word': '작곡가', 'start_idx': 127, 'end_idx': 129, 'type': 'POH'}",per:title,wikipedia
49,때문에 개표가 최종 완료된 오전 8시 6분 중앙선거관리위원회에서 대통령 당선자 선언과 동시에 문재인 후보는 대한민국의 대통령이 되었다.,"{'word': '중앙선거관리위원회', 'start_idx': 24, 'end_idx': 32, 'type': 'ORG'}","{'word': '대한민국', 'start_idx': 60, 'end_idx': 63, 'type': 'LOC'}",org:member_of,wikipedia
50,"1924년 11월 26일에는 정부 형태를 군주제에서 인민 공화제로 고쳐 국호를 몽골 인민 공화국으로 정하고, 세계에서 2번째로 공산주의 국가가 되었다.","{'word': '몽골 인민 공화국', 'start_idx': 44, 'end_idx': 52, 'type': 'ORG'}","{'word': '공화제', 'start_idx': 32, 'end_idx': 34, 'type': 'POH'}",org:political/religious_affiliation,wikipedia
51,"새정치국민회의는 한나라당 내 민주계 의원들을, 자유민주연합은 민정계 의원들을 각각 접촉하여 반란 표를 부탁했으며, 한나라당은 반대로 자유민주연합 내 충청권 의원들을 접촉하여 ""국회의장을 내주지 않으면 총리 인준도 없다""는 식의 압박을 가했다.","{'word': '자유민주연합', 'start_idx': 26, 'end_idx': 31, 'type': 'ORG'}","{'word': '한나라당', 'start_idx': 9, 'end_idx': 12, 'type': 'ORG'}",no_relation,wikipedia
52,"(KIA 내야수 그, 투수 이동현, 외야수 김경언 ↔ 한화 투수 안영명, 박성호, 외야수 김다원). 이 트레이드 상대 중 안영명은 이듬해 이범호의 보상 선수로 팀에 복귀했다.","{'word': '김경언', 'start_idx': 24, 'end_idx': 26, 'type': 'PER'}","{'word': '외야수', 'start_idx': 20, 'end_idx': 22, 'type': 'POH'}",per:title,wikipedia
53,공무원연금공단(이사장 정남준)은 10월 28일부터 11월 1일까지 '인권 존중·배려 주간'을 운영하여 직장 내 괴롭힘 근절 등 인권경영 실천에 앞장선다.,"{'word': '공무원연금공단', 'start_idx': 0, 'end_idx': 6, 'type': 'ORG'}","{'word': '정남준', 'start_idx': 12, 'end_idx': 14, 'type': 'PER'}",org:top_members/employees,wikitree
54,그는 어려서 생모인 폐비 윤씨가 아닌 계모 정현왕후의 아들인 것처럼 성장하였다.,"{'word': '정현왕후', 'start_idx': 24, 'end_idx': 27, 'type': 'PER'}","{'word': '폐비 윤씨', 'start_idx': 11, 'end_idx': 15, 'type': 'PER'}",no_relation,wikipedia
55,이 정당은 1870년 프로이센 정부가 로마 가톨릭교회의 힘을 줄이기 위해 문화투쟁을 시작하자 독일의 가톨릭교도들의 힘을 모으고 로마 가톨릭 교도의 이익을 옹호하기 위하여 창설된 정당이다.,"{'word': '프로이센', 'start_idx': 12, 'end_idx': 15, 'type': 'ORG'}","{'word': '로마 가톨릭', 'start_idx': 21, 'end_idx': 26, 'type': 'ORG'}",no_relation,wikipedia
56,"1555년 카를 5세의 퇴위로, 그의 영지는 아들 스페인의 국왕 펠리페 2세와 동생 페르디난트 1세 둘 사이로 나뉘었다.","{'word': '카를 5세', 'start_idx': 6, 'end_idx': 10, 'type': 'PER'}","{'word': '펠리페', 'start_idx': 36, 'end_idx': 38, 'type': 'PER'}",per:children,wikipedia
57,"2018년 4월 11일 정의당의 추혜선 대변인은 ""김기식의 해명과 청와대의 입장 발표는 드러난 문제점들에 대한 불신을 해소하기에 여전히 불충분하고, 오히려 추가로 의혹들이 드러나고 있는 상황""이라며 ""금감원장은 뛰어난 공정성과 도덕성이 요구되는 자리인 만큼, 논란이 지속된다면 제대로 된 개혁을 기대하기도 어려울 것""이라고 말하며 김기식의 사퇴를 촉구하였다.","{'word': '추혜선', 'start_idx': 18, 'end_idx': 20, 'type': 'PER'}","{'word': '대변인', 'start_idx': 22, 'end_idx': 24, 'type': 'POH'}",per:title,wikipedia
58,"멘토로 뮤지컬 배우 엄기준, 차지연, 한지상, 마이클리와 무대연출가 이지나 씨가 출연 중이다.","{'word': '차지연', 'start_idx': 16, 'end_idx': 18, 'type': 'PER'}","{'word': '뮤지컬 배우', 'start_idx': 4, 'end_idx': 9, 'type': 'POH'}",per:title,wikitree
59,이에 최재호 무학그룹 회장은 “무학의 90주년을 축하해주기 위해 먼 걸음해주신 전호환 부산대학교 총장을 비롯한 임직원분들께 감사하다”며 “기업의 승승장구를 기원해주신 만큼 그 뜻에 무학 임직원 모두 지역 경제에 보탬이 될 수 있도록 열심히 노력하겠다”고 답했다.,"{'word': '부산대학교', 'start_idx': 48, 'end_idx': 52, 'type': 'ORG'}","{'word': '전호환', 'start_idx': 44, 'end_idx': 46, 'type': 'PER'}",org:top_members/employees,wikitree
60,곡성군(군수 유근기)이 ‘희망 2019 나눔캠페인 우수기관’으로 선정돼 전남공동모금회로부터 감사패를 전달받았다.,"{'word': '곡성군', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '유근기', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",org:top_members/employees,wikitree
61,"한편 서정성 예비후보는 문재인 대통령직속 국가균형발전위원회 국민소통 특별위원과 더불어민주당 국민통합위원회 부위원장으로 활동하며 문재인 정부의 소통 창구 역할과 더불어 광주 남구의사회장, 아이안과 대표원장 및 민족화해협력범국민협의회 의료보건위원장으로 활동하고 있다.","{'word': '문재인', 'start_idx': 71, 'end_idx': 73, 'type': 'PER'}","{'word': '더불어민주당', 'start_idx': 44, 'end_idx': 49, 'type': 'ORG'}",no_relation,wikitree
62,"김동성(金東聖, 1980년 2월 9일 ~)은 대한민국의 쇼트트랙 선수이다.","{'word': '김동성', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1980년 2월 9일', 'start_idx': 9, 'end_idx': 19, 'type': 'DAT'}",per:date_of_birth,wikipedia
63,"이인수의 아내 조혜자에 의하면 ""박씨 부인은 이승만을 옥바라지했을 뿐만 아니라 시아버지(이경선)의 산소를 황해도 평산으로 이장했던 분""이라며 ""그분은 선교사들과 교유하며 영어와 일어, 중국어, 러시아어까지 소통이 가능했던 인텔리 여장부였다고 들었다""고 했다.","{'word': '이승만', 'start_idx': 25, 'end_idx': 27, 'type': 'PER'}","{'word': '이인수', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",no_relation,wikipedia
64,"세리에 B에서 성공적인 시즌을 보낸 후, 세리에 A의 UC 삼프도리아로 이적했으며, 두 시즌 간 (2004-05, 2005-06) 62경기에서 7골을 넣었다.","{'word': '세리에 B', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '세리에 A', 'start_idx': 23, 'end_idx': 27, 'type': 'ORG'}",no_relation,wikipedia
65,김종식 목포시장을 비롯한 목포시청 직원 150여명은 2020학년도 대학수학능력시험이 치러진 14일 아침 목포마리아회고등학교를 비롯한 7개 시험장을 찾아 수험생을 응원하고 학부모를 격려했다.,"{'word': '목포시', 'start_idx': 14, 'end_idx': 16, 'type': 'ORG'}","{'word': '김종식', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",org:top_members/employees,wikitree
